"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L7","CA","Sardegna","Salute","Sql server","SW di Cartella Clinica","CGM, Videopress, Dedalus, Mediatecnet, advmednet, e-Shark, Datagest"
"L7","VS","Sardegna","Salute","Sql server","SW di Cartella Clinica","CGM, Videopress, Dedalus, Mediatecnet, advmednet, e-Shark, Datagest"
"L7","SS","Sardegna","Salute","Sql server","SW di Cartella Clinica","CGM, Videopress, Dedalus, Mediatecnet, advmednet, e-Shark, Datagest"
"L7","OG","Sardegna","Salute","Sql server","SW di Cartella Clinica","CGM, Videopress, Dedalus, Mediatecnet, advmednet, e-Shark, Datagest"
"L8","BG","Lombardia","Salute","Dbms mysql","SWING-AMB","Dedalus s.p.a."
"L8","BG","Lombardia","Salute","Dbms mysql","SWING-REPA","Dedalus s.p.a."
"L8","CO","Lombardia","Salute","Dbms oracle","Synapse","Fjui"
"L7","TR","Umbria","Salute","Oracle","Synapse","Fuji"
"L8","VA","Lombardia","Salute","DICOM","Synapse","Fuji"
"L8","MI","Lombardia","Salute","Dbms oracle","Synapse","FujiFilm"
"L8","BG","Lombardia","Salute","Dbms oracle","Synapse - Gestione immagini","FujiFilm"
"L8","BG","Lombardia","Salute","Dbms oracle","Synapse - Gestione immagini","FujiFilm Spa"
"L8","BG","Lombardia","Salute","Dbms oracle","Synapse - Gestione immagini","FujiFilm Spa"
"L8","BG","Lombardia","Salute","Dbms oracle","Synapse - Gestione immagini","FujiFilm Spa"
"L8","BG","Lombardia","Salute","Dbms oracle","Synapse - Gestione immagini","FujiFilm Spa"
"L8","VA","Lombardia","Salute","Dbms oracle","Syncromed","Fuji"
"L8","VA","Lombardia","Salute","Dbms oracle","Syncromed","Fuji"
"L8","VA","Lombardia","Salute","Dbms oracle","Syncromed","Fuji"
"L7","AO","Valle D'Aosta","Salute","Oracle","Syngo Imaging","Siemens"
"L7","CA","Sardegna","Salute","Dbms oracle","SYSAID","Sysaid Technologies Ltd"
"L7","AQ","Abruzzo","Salute","RBMS MySQL","TaleteWeb","Equipe"
"L7","TE","Abruzzo","Salute","My SQL 5.1.69","TALETE WEB","Equipe S.r.l."
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","TAONET","EDP"
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","TAONET","EDP"
"L8","CR","Lombardia","Salute","Dbms oracle","Taonet","Edp progetti"
"L7","PG","Umbria","Salute","Oracle","TAONET","Roche"
"L7","TO","Piemonte","Salute","Oracle","TAONET","Roche s.p.a."
"L7","VR","Veneto","Salute","Oracle","TDSInergy","Siemens"
"L8","CZ","Calabria","Gestione documentale","Sql server","TD-Sinergy","TECHNICDATA"
"L7","PG","Umbria","Salute","Oracle","TD SINERGY TD WEB","Siemens / Keyfor"
"C7","RM","Lazio","Altro: contabilità","Ms sql server","TeamGovernement","Gesinf"
"L34","VE","Veneto","Lavoro","Microsoft sql server","Teamweb","Selesta ingegneria"
"L8","BA","Puglia","Salute","Sql server 2008 r2","TECINFO","TECON S.RL."
"L7","AO","Valle D'Aosta","Lavoro","Postgres","Teleconsulto","Medas"
"L7","CR","Lombardia","Salute","Sql server","Tempi attesa web","Sistemaintranet.com Snc - Porto Mantovano (MN)"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Terapie","Cba informatica srl"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Terapie","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Terapie","Cba informatica s.r.l."
"L34","MB","Lombardia","Previdenza e assistenza","Firebird","Terapie","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Terapie","Cba informatica s.r.l."
"L8","CN","Piemonte","Rilevazione presenze","MSDE","Term Talk 3","Solari di Udine spa"
"L7","VE","Veneto","Salute","Db2","Territorio","ULSS 13"
"L8","TR","Umbria","Salute","Sql server","Thema","Swisslog"
"C7","RM","Lazio","Altro: personale","Ms sql server","TimeWeb","Eltime"
"L34","TN","Trentino Alto Adige","Lavoro","Microsoft sql","Time&work","Solari di Udine"
"L8","CN","Piemonte","Rilevazione presenze","MSDE","Time & Work è l'applicativo; DBStart è il nome del Database","Solari di Udine spa"
"L7","MI","Lombardia","Salute","Sql","Tirocini","ASL Milano"
"L7","TR","Umbria","Salute","Microsoft sql server","TMM","Mesis"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","TMM","Mesis"
"L7","PI","Toscana","Salute","DBMS sqlserver","TMM","Mesis"
"L7","PT","Toscana","Salute","Sqlserver","TMM PELLICANO","Mesis"
"L8","CO","Lombardia","Salute","Dbms sql server","TMVue","Philips"
"L8","GE","Liguria","Salute","Dbms oracle","TRACEMASTER","Philips"
"L8","AL","Piemonte","Salute","Cache","TrackCare","Csi"
"L8","MI","Lombardia","Salute","Cache","TrakCare","Intersystems"
"L7","AO","Valle D'Aosta","Salute","Caché","TrakCare","Intersystems"
"L8","MI","Lombardia","Salute","Cache","TrakCare","Intersystems"
"L7","AO","Valle D'Aosta","Salute","Caché","TrakCareLab","Intersystems corporation"
"L8","BG","Lombardia","Salute","Postgres","Trapianti","HPG23"
"L7","AL","Piemonte","Salute","DB2 AS/400","Trasfusionale","Dedalus"
"L7","VE","Veneto","Comunicazioni","Oracle","Trasparenza","Dedagroup"
"L8","PR","Emilia Romagna","Salute","Mysql","Trauma Centre","CSAmed"
"L7","TN","Trentino Alto Adige","Salute","Dbms oracle","TreC","Azienda provinciale Servizi Sanitari di Trento – Provincia Autonoma di Trento – Fondazione Bruno Kessler"
"L7","TN","Trentino Alto Adige","Salute","Dbms oracle","TreC","Azienda provinciale Servizi Sanitari di Trento – Provincia Autonoma di Trento – Fondazione Bruno Kessler"
"L7","TN","Trentino Alto Adige","Salute","Dbms oracle","TreC","Azienda provinciale Servizi Sanitari di Trento – Provincia Autonoma di Trento – Fondazione Bruno Kessler"
"L7","MI","Lombardia","Comunicazioni","Dbms MS SQL Server","Triton Web Security","Websense Inc."
"L7","BZ","Trentino Alto Adige","Salute","Dbms oracle","TROUBLE TICKETING","IT SONIX"
"L7","BS","Lombardia","Salute","Dbms oracle","TR /TRL","REGISTRO TUMORI DELLA LOMBARDIA"
"L34","IM","Liguria","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","IM","Liguria","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica srl"
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica srl"
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica srl"
"L34","RO","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Turni di lavoro","Mssqlserver","Turni di lavoro","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"C7","TO","Piemonte","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PD","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VE","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TV","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"C7","TO","Piemonte","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Turni di lavoro","Mssqlserver","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VR","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","MB","Lombardia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Turni di lavoro","Mssqlserver","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Turni di lavoro","Mssqlserver","Turni di lavoro","Cba informatica s.r.l."
"L34","VI","Veneto","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Lavoro","Firebird","Turni di lavoro","Cba informatica s.r.l."
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Turni@rc Web Edition","Archimede"
"L7","PT","Toscana","Salute","AS400 DB2","UAM","Dedalus"
"L7","CR","Lombardia","Amministrazione","Db2","Uam","Dedalus S.p.A. - Firenze"
"L7","PD","Veneto","Salute","Db2/400","UGS","Dedalus s.p.a."
"L7","PT","Toscana","Salute","AS400 DB2","UGS CUP","Dedalus"
"L7","PD","Veneto","Salute","Db2/400","UGS-H0","Dedalus s.p.a."
"L7","PD","Veneto","Salute","Db2/400","UGS-HP","Dedalus s.p.a."
"L7","PD","Veneto","Salute","Db2/400","UGS-P2","Dedalus s.p.a."
"L8","PR","Emilia Romagna","Salute","Mysql","UMACA - Log80","Log80"
"L7","BO","Emilia Romagna","Salute","Mysql","Uomo","Log80"
"L7","PT","Toscana","Salute","AS400 DB2","UPE","Dedalus"
"L7","CR","Lombardia","Salute","Firebird","Urano","Gea di Fioretti Massimiliano SAS & C. Colle Romito (RM)"
"L8","CO","Lombardia","Salute","Dbms mysql","UroGine 1.0 Patologie Pavimento Pelvico","CED Azienda Ospedaliera Sant'Anna"
"L7","PG","Umbria","Salute","Mysql","URP","Micra S.r.l."
"L7","VA","Lombardia","Salute","Oracle","Vaccinazioni","Insiel mercato spa"
"L7","BS","Lombardia","Salute","Dbms oracle","VaccinazioniWeb","Dedalus"
"L7","BS","Lombardia","Salute","Dbms oracle","VaccinazioniWeb","Dedalus"
"L7","BS","Lombardia","Salute","DBMS Sql","VaccinazioniWEB","Dedalus s.p.a."
"L7","TO","Piemonte","Assistenza sanitaria territoriale","Oracle","Vaccinazioni WEB AVELCO","Avelco"
"L7","BI","Piemonte","Salute","Oracle","Vaccinazioni WEB AVELCO","Avelco"
"L8","MI","Lombardia","Salute","Oracle","VAMWeb","Selesta"
"L8","CO","Lombardia","Salute","Dbms sql server","Vantage","Roche"
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","Vechio Laboratorio Analisi/Quani","Dedalus"
"L8","CN","Piemonte","Altro: delibere e determine","Dbms","Venere","Siscom spa"
"L7","LO","Lombardia","Sanità","Ms access","VERBENA","Praezision LIFE"
"L8","BS","Lombardia","Salute","Dbms oracle","Verbena","Praezision-life"
"L7","VA","Lombardia","Salute","Oracle","Verbena","Praezision life srl"
"L7","MI","Lombardia","Salute","Access","Verbena","Praezision life srl"
"L7","BS","Lombardia","Salute","DBMS Sql","Verbena/3M","Praezision Life S.r.l. / £M"
"L7","BS","Lombardia","Salute","Dbms mysql","VETinWEB","Invisiblefarm S.r.l."
"L7","MI","Lombardia","Salute","Dbms oracle","Visite Fiscali","DSP srl"
"L7","BO","Emilia Romagna","Salute","Dbms oracle","Visite fiscali","Engeenering"
"L7","LO","Lombardia","Salute","Dbms oracle","VISITE FISCALI","Tekne"
"L7","VA","Lombardia","Salute","Ms access","VisiteUP","ASL Varese"
"L7","VE","Veneto","Salute","Oracle","VISORE","Insiel mercato"
"L7","RO","Veneto","Salute","Dbms oracle","Visore Referti","Insiel mercato"
"L7","VA","Lombardia","Salute","Sql server","VisualLims","InfoTeam"
"L34","MO","Emilia Romagna","Sicurezza","WEB ORIENTED","VITTORIA RMS","SI&T Srl Unipersonale"
"L7","CA","Sardegna","Salute","Dbms oracle","VMWARE VCENTER","Vmware"
"L7","BO","Emilia Romagna","Comunicazioni","Mysql","Vtiger CRM","Sviluppato con personale di presidio"
"L8","GE","Liguria","Salute","Dbms oracle","VUE PACS","Carestream spa"
"L8","CO","Lombardia","Salute","Dbms mysql","Wait List","CED Azienda Ospedaliera Sant'Anna"
"L8","MI","Lombardia","Salute","Dbms oracle","WBS","Engineering"
"L7","SV","Liguria","Salute","Oracle","WCODI","ASL2"
"L8","TR","Umbria","Salute","Oracle","Web 1000","Agfa"
"L7","MI","Lombardia","Salute","Non noto (database in outsourcing)","Webcare","Studio Farma"
"L7","MI","Lombardia","Salute","Dbms MS SQL Server","WebCare","Studiofarma srl"
"L7","VA","Lombardia","Salute","Sql server","WebCare","Studiofarma srl"
"L7","CR","Lombardia","Salute","Oracle","Webcare","Studiofarma Srl - Brescia"
"L7","RO","Veneto","Salute","Dbms oracle","WEB Inail","Insiel mercato"
"L8","PV","Lombardia","Salute","Dbms oracle","WEBREF","DSP"
"L8","CR","Lombardia","Salute","Dbms oracle","WebRef","DSP srl"
"L7","PI","Toscana","Salute","DBMS sqlserver","WebSer","Gruppo Informatico"
"L7","PG","Umbria","Salute","Microsoft sql server","Web TV","Città in internet"
"L8","GE","Liguria","Salute","Dbms oracle","Webxview","Licenza d'uso"
"L7","SV","Liguria","Salute","Oracle","WFARMA","ASL2"
"L7","SV","Liguria","Salute","Oracle","WGARE","ASL2"
"L8","CO","Lombardia","Salute","Dbms oracle","Whospital","Laserbiomed"
"L8","SO","Lombardia","Salute","Dbms oracle","Whospital","Laserbiomed Srl"
"L8","CO","Lombardia","Salute","Dbms sql server","Whospital","Laserbiomend"
"L8","BO","Emilia Romagna","Lavoro","Dbms oracle","WHR","Dedalus"
"L8","BS","Lombardia","Salute","Dbms oracle","WHR","Dedalus"
"L8","CN","Piemonte","Lavoro","Oracle","WHR","Dedalus"
"L8","MI","Lombardia","Salute","Dbms oracle","WHR","Dedalus"
"L7","PT","Toscana","Salute","Oracle","WHR","Dedalus"
"L7","AL","Piemonte","Salute","Dbms oracle","WHR","Dedalus"
"L7","CR","Lombardia","Amministrazione","Oracle","Whr","Dedalus S.p.A. - Firenze"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Wincare","Tsd Project"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Wincare","Tsd Project"
"L7","TE","Abruzzo","Salute","SQL Server 2005 SE","WINCARE","Tsd projects s.r.l."
"L8","BO","Emilia Romagna","Salute","Oracle","Windopath","Noemalife"
"L7","RO","Veneto","Salute","Dbms oracle","Windopath","Noemalife"
"L8","BO","Emilia Romagna","Salute","Oracle","Windopath","Noemalife"
"L8","PZ","Basilicata","Salute","DBMS Sql","Windopath","Noemalife s.p.a."
"L8","BO","Emilia Romagna","Salute","Oracle","WINDOW-PATH","Noemalife"
"L34","VI","Veneto","Lavoro","DB FoxPro","WinflyEU","C.R.M. Informatica s.r.l."
"L8","PR","Emilia Romagna","Salute","Sql server","WinFood","Medimatica"
"L8","PZ","Basilicata","Salute","Dbms mysql","Win. GLA","A.C.S. srl"
"L7","PZ","Basilicata","Salute","Dbms mysql","Win. GLA","A.C.S. srl"
"L8","CZ","Calabria","Gestione documentale","Sql server","WinLab","Tesi"
"L8","MI","Lombardia","Salute","Mysql","WinLab","Tesi"
"L8","MI","Lombardia","Salute","Sql server","WinLab","Tesi Elettronica S.p.A."
"L8","TR","Umbria","Salute","Sql server","Winlab","Tesi informatica"
"L7","BS","Lombardia","Salute","DBMS Sql","WINLAB","Tesi S.p.a."
"L8","MI","Lombardia","Salute","Mysql","WinLab Web","Tesi"
"L8","TR","Umbria","Salute","Sql server","Winlab Web","Tesi informatica"
"L8","VA","Lombardia","Salute","Dbms oracle","Winsap","Engineering"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Winsap","Engineering"
