"codice_tipologia","provincia","regione","soggetto","formato","prodotto","produttore"
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","BILANCIO DI PREVISIONE","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","BILANCIO DI PREVISIONE","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","BILANCIO DI PREVISIONE","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Lavoro","Firebird","BILANCIO DI PREVISIONE","Cba informatica s.r.l."
"L7","SV","Liguria","Salute","Oracle","BLOP2","Dedalus"
"L8","VA","Lombardia","Salute","Dbms oracle","BOPB","Engineering"
"L8","BO","Emilia Romagna","Salute","Sqlserver","Braccialetti","SORI-DP"
"L8","CR","Lombardia","Salute","Dbms oracle","Broker","Agfa spa"
"L34","TV","Veneto","Altro: gestione amministrativa","Firebird","Budget","Cba informatica srl"
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VE","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","MB","Lombardia","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RO","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RA","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","IM","Liguria","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","BUDGET","Cba informatica s.r.l."
"L34","FE","Emilia Romagna","Bilancio","Firebord","BUDGET","Cba Informatica s.r.l. viale Trento, n. 56 - 38068 Rovereto (TN) P.IVA 01854700224"
"L34","VI","Veneto","Bilancio","Microsoft sql server","Budget di contabilità","Esakon snc"
"L34","VR","Veneto","Salute","Microsoft sql server","Budget di contabilità","Esakon snc"
"L34","VE","Veneto","Salute","Microsoft sql server","Budget di contabilità","Esakon snc"
"L7","AQ","Abruzzo","Salute","RDBMS Mysql","BUN","Micra"
"L34","TN","Trentino Alto Adige","Salute","Mysql","BUSTER MANAGER","Spid spa"
"L7","TR","Umbria","Salute","Microsoft sql server","Bustermed","Spid"
"L34","TN","Trentino Alto Adige","Salute","Mysql","Bustermed center","Spid spa"
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql","BUSTERMED MANAGER","Spid S.p.a."
"L34","TN","Trentino Alto Adige","Salute","Microsoft sql","BUSTERMET CENTER","Spid. S.p.a."
"L7","VA","Lombardia","Salute","Oracle","ButterflyWEB","Praezision life srl"
"L7","MI","Lombardia","Salute","Dbms oracle","Butterfly WEB","Praezision life srl"
"L7","MN","Lombardia","Salute","Dbms sql server","Butterfly WEB","Praezision Life s.r.l."
"L7","BS","Lombardia","Salute","DBMS Sql","Butterfly WEB","Praezision Life s.r.l."
"L7","MI","Lombardia","Salute","Dbms mysql","BVELCO3","ASL Milano 2"
"L7","MI","Lombardia","Salute","Dbms mysql","CallCenter DPM","ASL Milano 2"
"L8","CR","Lombardia","Salute","Dbms oracle","Camelia","Reply spa"
"L7","MI","Lombardia","Altro: amministrazione","Dbms oracle","Camelia","Santer Reply spa"
"L8","PV","Lombardia","Salute","Dbms oracle","Camelia - CUP","Reply/Santer"
"L7","BS","Lombardia","Salute","Dbms oracle","CameliaWEB","Reply S.p.A."
"L8","VA","Lombardia","Salute","Dbms oracle","CameliaWeb","Santer Reply"
"L8","VA","Lombardia","Salute","Dbms oracle","CameliaWeb","Santer Reply"
"L8","MI","Lombardia","Salute","Dbms oracle","Camelia Web","Santer - Reply S.p.A."
"L7","BS","Lombardia","Salute","Dbms mysql","CAMPS","Invisiblefarm S.r.l."
"L8","GE","Liguria","Salute","Microsoft sql server","CANOPO","Shorr Kan srl"
"L8","GE","Liguria","Lavoro","Dbms oracle","CANOPO","Shorr Kan srl"
"L7","PT","Toscana","Salute","Sqlserver","CANOPO","Sorr Kan"
"L8","CR","Lombardia","Salute","Dbms oracle","Capsule","Capsule"
"L8","BO","Emilia Romagna","Bilancio","Dbms oracle","CARDINIS","GFT"
"L8","GE","Liguria","Salute","Microsoft access","CARDIOBASE","Istituto Giannina Gaslini"
"L8","BA","Puglia","Salute","Sql server 2008 r2","CARDIOLINE","TSDPRO"
"L7","BI","Piemonte","Salute","Oracle","Cardiologia Monitor","Dedalus"
"L8","MI","Lombardia","Salute","Sql server","CARDIOLOGY ORGANIZER","Esaote"
"L8","MI","Lombardia","Salute","Sqlserver","CardioPACS","EBIT-AET"
"L8","TR","Umbria","Salute","Sql server","Cardioplanet","Esaote"
"L7","AL","Piemonte","Salute","Ms-sql","Cardioref","3A Sistemi"
"L7","TO","Piemonte","Salute","Sqlserver","CARDIORG","Esaote S.p.a."
"L7","BI","Piemonte","Salute","Microsoft Sql Server 2000","Cardiosoft","Dedalus"
"L8","BO","Emilia Romagna","Salute","Oracle","Carestream","Carestream"
"L7","AQ","Abruzzo","Salute","Rdbms oracle","Carestream Vue RIS","Carestream"
"L7","PD","Veneto","Salute","Oracle","CARIBEL","Caribel Programmazione S.r.l."
"L7","MI","Lombardia","Salute","Oracle","Caribel Medicina Legale","Caribel"
"L7","CN","Piemonte","Salute","Oracle","Cartella Ambulatoriale","ASL CN1"
"L7","CN","Piemonte","Salute","Oracle","Cartella Ambulatoriale","ASL CN1"
"L7","VR","Veneto","Salute","Microsoft access","Cartella Ambulatoriale Cardiologia","Applicazione Interna"
"C7","PD","Veneto","Previdenza e assistenza","Firebird","CARTELLA CLINICA","Cba informatica s.r.l."
"L8","BG","Lombardia","Salute","Ms access","Cartella Diabetologia","Mario Negri"
"L7","TO","Piemonte","Salute","Sqlserver","Cartella ginecologica distretto","ASL TO5"
"L7","PI","Toscana","Salute","Lotus domino","Cartella Lotus","Data processing"
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","CARTELLA MULTIDIMENS.","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","CARTELLA MULTIDIMENS.","Cba informatica s.r.l."
"L34","VR","Veneto","Previdenza e assistenza","Firebird","CARTELLA MULTIDIMENSIONALE","Cba informatica srl"
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","CARTELLA MULTIDIMENSIONALE","Cba informatica s.r.l."
"L34","VE","Veneto","Salute","Microsoft sql server","Cartella Multifunzionale Utenti (Sociale Educativa)","Esakon snc"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Altro: Gestione utenti","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Cartella Socio Sanitaria","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","CARTELLA SOCIO - SANITARIA","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","CARTELLA SOCIO SANITARIA (CSS)","Cba informatica s.r.l."
"L34","VR","Veneto","Salute","Microsoft sql server","Cartella Multifunzionale Utenti (Sociale Educativa)","Esakon snc"
"L8","BG","Lombardia","Salute","Ms access","Cartella Nefrologia","Mario Negri"
"L7","VR","Veneto","Salute","Microsoft access","Cartella Psichiatria","Applicazione Interna"
"L34","PD","Veneto","Previdenza e assistenza","Firebird","CARTELLA SANITARIA","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Salute","POSTGRESS in CLOUD","Cartella sanitaria assistenziale","Advenias s.r.l."
"L34","TN","Trentino Alto Adige","Previdenza e assistenza","Firebird","Cartelle Cliniche","Cba informatica s.r.l."
"L7","VE","Veneto","Salute","Microsft SQL","Cartelle cliniche","Dacos"
"L34","PC","Emilia Romagna","Salute","Microsoft sql server","Cartella Sanitaria Assistenziale Ospiti","Esakon snc"
"L34","VI","Veneto","Previdenza e assistenza","Firebird","CARTELLA SOCIO SANITARIA (CSS)","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Firebird","CARTELLA SOCIO SANITARIA (CSS)","Cba informatica s.r.l."
"L34","VI","Veneto","Previdenza e assistenza","Firebird","CARTELLA SOCIO-SANITARIA (CSS)","Cba informatica s.r.l."
"L34","TV","Veneto","Previdenza e assistenza","Microsoft SQL server express e Firebird","CARTELLA SOCIO SANITARIA E ASSISTENZIALE","Margotta Srl"
"L34","VE","Veneto","Salute","Microsoft sql server","Cartella utente","SoftwareUno"
"L7","BO","Emilia Romagna","Salute","Sqlserver","Cartelle","Vecomp"
"L8","PR","Emilia Romagna","Bilancio","Sql server","CASSA","Sinfo s.r.l"
"L7","VA","Lombardia","Salute","Ms access","CassaASL_Euro","ASL Varese"
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Altro: gestione amministrativa","Firebird","Cassa economato","Cba informatica srl"
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","Cassa economato","Cba informatica srl"
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","IM","Liguria","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PN","Friuli Venezia Giulia","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VE","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PD","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TV","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","RO","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","UD","Friuli Venezia Giulia","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VR","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","RE","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","VI","Veneto","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"C7","TO","Piemonte","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","MO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","PR","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","FC","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","BO","Emilia Romagna","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L34","TN","Trentino Alto Adige","Bilancio","Firebird","CASSA ECONOMATO","Cba informatica s.r.l."
"L7","SV","Liguria","Salute","Oracle","CCD","ASL2"
"L7","AO","Valle D'Aosta","Salute","Postgres","CDPatient","Siemens"
"L8","CA","Sardegna","Salute","Rdbms oracle","CEDAP SISaR","Engineering ingegneria informatica s.p.a."
"L7","OG","Sardegna","Salute","Rdbms oracle","CEDAP SISaR","Engineering ingegneria informatica s.p.a."
"L8","BO","Emilia Romagna","Bilancio","Dbms oracle","CE4","Data processing"
"L8","VA","Lombardia","Bilancio","Dbms oracle","CE4","Data processing"
"L8","VA","Lombardia","Bilancio","Dbms oracle","CE4","Data processing"
"L8","VA","Lombardia","Bilancio","Dbms oracle","CE4","Data processing"
"L7","CA","Sardegna","Salute","Rdbms oracle","CEDAP SISaR","Engineering ingegneria informatica s.p.a."
"L8","BG","Lombardia","Salute","Dbms oracle","Cespiti","Data Processing S.p.a."
"L8","MB","Lombardia","Salute","Dbms oracle","Cespiti","Data Processing Via del Lavoro, 17 40127 Bologna"
"L7","MN","Lombardia","Salute","Dbms Firebird","CechUp","STUDIOSOFT INFORMATICA S.r.l."
"L7","PG","Umbria","Salute","Microsoft access","Cedap","Azienda USL Umbria1"
